system:index,Aerosol Index,date,.geo
20191004T080303_20191004T084935,,2019-10-04T08:02:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191004T080803_20191004T084803,-1.6447586900933955,2019-10-04T08:07:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191005T074803_20191005T082245,-2.223428204761401,2019-10-05T07:47:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191006T072803_20191006T080139,-1.7481114003675107,2019-10-06T07:27:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191007T070803_20191007T074317,-1.5708972106938632,2019-10-07T07:07:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191007T084803_20191007T092742,-0.6022606855875919,2019-10-07T08:47:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191007T085303_20191007T092725,,2019-10-07T08:52:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191008T065303_20191008T072335,,2019-10-08T06:52:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191008T083303_20191008T090506,-0.664277879789436,2019-10-08T08:32:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191009T081303_20191009T084705,-1.1515526814093187,2019-10-09T08:12:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191010T075303_20191010T082820,-1.6550532148094528,2019-10-10T07:52:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191011T073303_20191011T081125,-2.254377525120493,2019-10-11T07:32:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191011T073803_20191011T081144,,2019-10-11T07:37:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191012T071303_20191012T074850,,2019-10-12T07:12:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191012T071803_20191012T074916,-1.4489698563445392,2019-10-12T07:17:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191012T085803_20191012T093004,,2019-10-12T08:57:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191013T065803_20191013T073332,,2019-10-13T06:57:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191013T083803_20191013T091230,0.019147533374427112,2019-10-13T08:37:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191014T081803_20191014T085401,-1.4816488311001756,2019-10-14T08:17:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191015T075803_20191015T083434,-1.8733836673493711,2019-10-15T07:57:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191015T080303_20191015T083529,,2019-10-15T08:02:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191016T073803_20191016T081446,,2019-10-16T07:37:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191016T074303_20191016T081500,-1.2346942314611358,2019-10-16T07:42:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191017T072303_20191017T075547,-1.8500345219670817,2019-10-17T07:22:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191018T070303_20191018T073733,,2019-10-18T07:02:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191018T084303_20191018T091813,-0.6677172971673047,2019-10-18T08:42:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191019T082303_20191019T085745,-0.7056355196158612,2019-10-19T08:22:58,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191019T082803_20191019T085838,,2019-10-19T08:27:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191020T080303_20191020T083912,,2019-10-20T08:02:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191020T080803_20191020T083848,-1.2864074824008174,2019-10-20T08:07:57,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191021T074444_20191021T082118,-2.06532861908068,2019-10-21T07:44:38,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191021T074944_20191021T082130,-2.1048810232380406,2019-10-21T07:49:39,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191022T072944_20191022T080253,-2.090535861645096,2019-10-22T07:29:39,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191023T070944_20191023T074314,-1.6991584532275994,2019-10-23T07:09:39,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191023T084944_20191023T092616,-0.12147671005806988,2019-10-23T08:49:39,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191024T082944_20191024T090624,-0.5292740244498364,2019-10-24T08:29:39,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191024T083444_20191024T090640,,2019-10-24T08:34:38,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191025T080944_20191025T084415,-1.118445463773568,2019-10-25T08:09:38,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191025T081444_20191025T084431,-1.138547538028864,2019-10-25T08:14:38,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191026T075444_20191026T082517,-2.077724576593653,2019-10-26T07:54:38,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191027T073444_20191027T080557,-1.9881080333365335,2019-10-27T07:34:38,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191028T071444_20191028T074800,-1.4064696253775804,2019-10-28T07:14:38,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191028T085444_20191028T092954,,2019-10-28T08:54:38,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191029T065944_20191029T072754,,2019-10-29T06:59:38,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191029T083944_20191029T091039,-0.8804224763486832,2019-10-29T08:39:39,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191030T081944_20191030T085019,-1.3907696856329639,2019-10-30T08:19:39,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191031T075944_20191031T083231,-1.7414321193369096,2019-10-31T07:59:39,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191101T073944_20191101T081217,-2.075688804456719,2019-11-01T07:39:39,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191102T072206_20191102T075409,-1.6682396572806286,2019-11-02T07:22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191102T090206_20191102T093604,,2019-11-02T09:02:01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191103T084206_20191103T091637,-0.9802641076785809,2019-11-03T08:42:01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191103T084706_20191103T091711,,2019-11-03T08:47:01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191104T064706_20191104T071732,,2019-11-04T06:47:01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191104T082706_20191104T085923,-1.5326074369602,2019-11-04T08:27:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191105T080706_20191105T083934,-1.9142753624253714,2019-11-05T08:07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191106T074706_20191106T082048,-2.0553075292289513,2019-11-06T07:47:01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191107T072706_20191107T075927,-1.6947049494259938,2019-11-07T07:27:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191108T071206_20191108T074047,-0.8190994774458443,2019-11-08T07:12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191108T085206_20191108T092353,-0.18287331820009084,2019-11-08T08:52:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191109T083206_20191109T090324,-1.1291606090548574,2019-11-09T08:32:01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191110T081206_20191110T084516,-1.5828719845035153,2019-11-10T08:12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191111T075206_20191111T082534,-2.059959514794441,2019-11-11T07:52:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191111T075706_20191111T082608,,2019-11-11T07:57:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191112T073206_20191112T080635,,2019-11-12T07:32:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191112T073706_20191112T080758,-1.9821780563032048,2019-11-12T07:37:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191113T071514_20191113T074840,-1.2536993390983746,2019-11-13T07:15:08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191113T085514_20191113T093007,,2019-11-13T08:55:08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191114T070014_20191114T073031,,2019-11-14T07:00:09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191114T083514_20191114T091127,-0.8685056192840626,2019-11-14T08:35:08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191114T084014_20191114T091207,-1.0639991710403074,2019-11-14T08:40:09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191115T082014_20191115T085245,-1.2343641832235865,2019-11-15T08:20:09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191116T080014_20191116T083451,-1.7983237881498504,2019-11-16T08:00:09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191117T074014_20191117T081330,-1.8484113610147452,2019-11-17T07:40:08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191118T072014_20191118T075404,-1.2814943536501266,2019-11-18T07:20:09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191118T072514_20191118T075442,-1.2704953560027976,2019-11-18T07:25:08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191119T070514_20191119T073628,,2019-11-19T07:05:09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191119T084514_20191119T091819,-0.7573084497673203,2019-11-19T08:45:08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191120T082514_20191120T085851,-1.2248479461490753,2019-11-20T08:25:09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191121T080514_20191121T083914,-1.8792212720832926,2019-11-21T08:05:08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191122T074514_20191122T081938,-1.8776725089518294,2019-11-22T07:45:08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191122T075014_20191122T082138,,2019-11-22T07:50:08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191126T081055_20191126T084335,-1.6456938619207224,2019-11-26T08:10:50,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191126T081555_20191126T084358,,2019-11-26T08:15:49,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191127T075055_20191127T082401,,2019-11-27T07:50:49,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191127T075555_20191127T082437,-1.6278584420261497,2019-11-27T07:55:50,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191128T073555_20191128T081002,-1.5992410187067754,2019-11-28T07:35:49,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191129T071555_20191129T074755,-0.9978189093049055,2019-11-29T07:15:50,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191129T085555_20191129T092748,,2019-11-29T08:55:50,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191130T083555_20191130T090844,-0.44556496394393685,2019-11-30T08:35:49,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191130T084055_20191130T090917,,2019-11-30T08:40:49,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191201T081555_20191201T085012,,2019-12-01T08:15:49,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191201T082055_20191201T085035,-0.8643103506517263,2019-12-01T08:20:49,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191202T080055_20191202T083136,-1.5935788682394156,2019-12-02T08:00:49,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191203T074055_20191203T081319,-1.7861334954145214,2019-12-03T07:40:49,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191204T072055_20191204T075338,-1.139948189881345,2019-12-04T07:20:50,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191204T090055_20191204T093507,,2019-12-04T09:00:49,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191205T070555_20191205T073529,,2019-12-05T07:05:50,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191205T084555_20191205T091649,-0.7853691849047224,2019-12-05T08:45:49,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191206T082610_20191206T085647,-1.0572672925217368,2019-12-06T08:26:05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191207T080610_20191207T083738,-1.7823134292827025,2019-12-07T08:06:05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191208T074610_20191208T081952,-1.995456472822222,2019-12-08T07:46:04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191209T072610_20191209T075922,,2019-12-09T07:26:05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191209T073110_20191209T075943,-1.56362168066093,2019-12-09T07:31:05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191210T071110_20191210T074134,-1.0006782541766783,2019-12-10T07:11:04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191210T085110_20191210T092126,-0.6603292392035701,2019-12-10T08:51:05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191211T083056_20191211T111228,-1.1801378763837034,2019-12-11T08:30:50,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191212T081108_20191212T084445,-1.6609333849266184,2019-12-12T08:11:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191212T081608_20191212T084505,,2019-12-12T08:16:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191213T075108_20191213T082438,-2.3555756284146097,2019-12-13T07:51:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191213T075608_20191213T082500,-2.387438727388671,2019-12-13T07:56:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191214T073608_20191214T080529,-1.7244539815388606,2019-12-14T07:36:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191215T071608_20191215T074735,-1.193750787583322,2019-12-15T07:16:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191215T085608_20191215T092812,,2019-12-15T08:56:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191216T083608_20191216T091015,-1.0010651912655433,2019-12-16T08:36:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191216T084108_20191216T090928,,2019-12-16T08:41:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191217T081608_20191217T085431,-1.4178120544857225,2019-12-17T08:16:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191217T082108_20191217T085351,-1.4129281400525084,2019-12-17T08:21:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191218T080108_20191218T083223,-1.7781741273918006,2019-12-18T08:01:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191219T074108_20191219T081234,-1.7201459238912207,2019-12-19T07:41:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191220T072108_20191220T075340,-1.6928816369155033,2019-12-20T07:21:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191220T090108_20191220T093431,,2019-12-20T09:01:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191221T070608_20191221T073457,,2019-12-21T07:06:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191221T084608_20191221T091455,-0.9048514328739022,2019-12-21T08:46:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191222T082608_20191222T085618,-1.251716448621709,2019-12-22T08:26:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191223T080608_20191223T083751,-1.4064421377527079,2019-12-23T08:06:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191224T074608_20191224T081911,-1.8851724195923807,2019-12-24T07:46:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191224T075108_20191224T081845,,2019-12-24T07:51:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191225T072608_20191225T075940,,2019-12-25T07:26:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191225T073108_20191225T080037,-1.506154518159105,2019-12-25T07:31:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191226T071108_20191226T074103,-1.1771899796816598,2019-12-26T07:11:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191226T085108_20191226T092353,-0.20184989645976728,2019-12-26T08:51:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191227T083108_20191227T090426,-0.5698365032053526,2019-12-27T08:31:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191228T081108_20191228T084439,-1.4856487785243344,2019-12-28T08:11:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191228T081608_20191228T084415,,2019-12-28T08:16:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191229T075108_20191229T082613,-1.9479906644273512,2019-12-29T07:51:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191229T075608_20191229T082523,-1.9224763824007607,2019-12-29T07:56:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191230T073608_20191230T080702,-1.264467567981205,2019-12-30T07:36:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191231T071608_20191231T074759,-1.069224314846684,2019-12-31T07:16:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191231T085608_20191231T092837,,2019-12-31T08:56:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200101T083608_20200101T091012,-0.7043641861615025,2020-01-01T08:36:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200101T084108_20200101T090927,,2020-01-01T08:41:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200102T081608_20200102T085011,-1.0226296123827,2020-01-02T08:16:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200102T082108_20200102T085030,-1.0491074858052407,2020-01-02T08:21:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200103T080108_20200103T083237,-2.140621082664853,2020-01-03T08:01:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200104T074108_20200104T081719,-1.7410661205047375,2020-01-04T07:41:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200105T072108_20200105T075335,-1.1458113456480856,2020-01-05T07:21:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200105T090108_20200105T093544,,2020-01-05T09:01:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200106T070608_20200106T073511,,2020-01-06T07:06:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200106T084608_20200106T091633,-1.0523991088428541,2020-01-06T08:46:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200107T082608_20200107T085738,-0.7493897427941847,2020-01-07T08:26:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200108T080608_20200108T083803,-1.4512271965342947,2020-01-08T08:06:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200109T074608_20200109T081944,-0.9934663378983988,2020-01-09T07:46:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200109T075108_20200109T082006,,2020-01-09T07:51:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200110T072608_20200110T080049,,2020-01-10T07:26:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200110T073108_20200110T080129,-1.5478511714277474,2020-01-10T07:31:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200111T071108_20200111T074157,-0.9365473589347293,2020-01-11T07:11:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200111T085108_20200111T092306,-0.8924560630316215,2020-01-11T08:51:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200112T083108_20200112T090306,-1.4029583723427743,2020-01-12T08:31:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200113T081108_20200113T084443,-1.5157839010248457,2020-01-13T08:11:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200113T081608_20200113T084530,,2020-01-13T08:16:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200114T075108_20200114T082445,-1.8426589391402763,2020-01-14T07:51:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200114T075608_20200114T082518,-1.698309201971552,2020-01-14T07:56:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200115T073608_20200115T080646,-1.4946054816570788,2020-01-15T07:36:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200116T071608_20200116T074720,-1.329368314397647,2020-01-16T07:16:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200116T085608_20200116T092850,,2020-01-16T08:56:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200117T083608_20200117T091017,-0.8748782152412704,2020-01-17T08:36:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200117T084108_20200117T090937,,2020-01-17T08:41:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200118T081608_20200118T085124,,2020-01-18T08:16:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200118T082108_20200118T085155,-1.3930142966608956,2020-01-18T08:21:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200119T080108_20200119T083237,-1.7681284071861392,2020-01-19T08:01:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200120T074108_20200120T081328,-1.9229144627460926,2020-01-20T07:41:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200121T072108_20200121T075356,-1.4464447730629684,2020-01-21T07:21:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200121T090108_20200121T093526,,2020-01-21T09:01:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200122T070608_20200122T073858,,2020-01-22T07:06:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200122T084608_20200122T091514,-1.1744801237762141,2020-01-22T08:46:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200123T082608_20200123T085754,-1.2953969581183513,2020-01-23T08:26:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200124T080608_20200124T083916,-1.4241278032682816,2020-01-24T08:06:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200125T074608_20200125T081900,-1.8047165738571753,2020-01-25T07:46:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200125T075108_20200125T081933,,2020-01-25T07:51:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200126T072640_20200126T075950,-1.281072052709233,2020-01-26T07:26:34,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200126T073140_20200126T080046,-1.3578244132426203,2020-01-26T07:31:34,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200127T071140_20200127T074144,-1.0708206779509775,2020-01-27T07:11:34,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200127T085140_20200127T092250,-0.8899300187909042,2020-01-27T08:51:34,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200128T083140_20200128T090328,-1.0546827028582992,2020-01-28T08:31:34,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200129T081140_20200129T084435,-1.5274464830065766,2020-01-29T08:11:35,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200130T075140_20200130T082501,-1.8808867983751787,2020-01-30T07:51:35,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200130T075640_20200130T082419,,2020-01-30T07:56:34,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200131T073140_20200131T080644,,2020-01-31T07:31:34,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200131T073640_20200131T080610,-1.8775279312851993,2020-01-31T07:36:35,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200202T083659_20200202T090954,-0.5987547903167305,2020-02-02T08:36:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200202T084159_20200202T091029,,2020-02-02T08:41:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200203T081659_20200203T085036,-1.629014496928097,2020-02-03T08:16:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200203T082159_20200203T084957,,2020-02-03T08:21:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200204T080159_20200204T083224,-1.439623561851768,2020-02-04T08:01:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200205T074159_20200205T081300,-1.7953589322786847,2020-02-05T07:41:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200206T072159_20200206T075417,-1.4615075530270454,2020-02-06T07:21:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200206T090159_20200206T093433,,2020-02-06T09:01:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200207T084159_20200207T091638,-0.883644656097234,2020-02-07T08:41:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200207T084659_20200207T091706,,2020-02-07T08:46:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200208T082659_20200208T085640,-0.7137957675324416,2020-02-08T08:26:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200209T080659_20200209T083745,-0.4452433384184654,2020-02-09T08:06:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200210T074659_20200210T081927,-1.912227559078071,2020-02-10T07:46:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200211T072753_20200211T080130,-1.849754509474072,2020-02-11T07:27:47,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200212T070753_20200212T074134,-1.7538291638332313,2020-02-12T07:07:47,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200212T071253_20200212T074231,-1.4172333413940221,2020-02-12T07:12:47,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200212T084753_20200212T092145,-0.640270967424483,2020-02-12T08:47:48,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200212T085253_20200212T092207,-0.634660993850053,2020-02-12T08:52:48,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200213T065253_20200213T072316,,2020-02-13T06:52:47,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200213T083253_20200213T090403,-1.4171975165406092,2020-02-13T08:32:47,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200214T081253_20200214T084346,-1.42817698084893,2020-02-14T08:12:47,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200216T073359_20200216T080649,-1.698620614724469,2020-02-16T07:33:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200217T071359_20200217T074742,-1.3950919115885936,2020-02-17T07:13:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200217T071859_20200217T074804,-1.2498568378024877,2020-02-17T07:18:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200218T065859_20200218T072929,,2020-02-18T06:58:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200218T083859_20200218T090902,-0.7662644236428964,2020-02-18T08:38:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200219T081859_20200219T085030,-1.2442324364784174,2020-02-19T08:18:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200220T075859_20200220T083247,-1.4356909941402416,2020-02-20T07:58:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200221T073859_20200221T081229,-1.540045061964925,2020-02-21T07:38:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200221T074359_20200221T081251,-1.5155164960378358,2020-02-21T07:43:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200222T071859_20200222T075401,,2020-02-22T07:18:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200222T072359_20200222T075429,-1.3905097497422956,2020-02-22T07:23:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200223T070359_20200223T073553,,2020-02-23T07:03:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200223T084359_20200223T091458,-1.0273826948070495,2020-02-23T08:43:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200224T082359_20200224T085650,-1.0369600457688326,2020-02-24T08:23:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200224T082859_20200224T085810,,2020-02-24T08:28:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200225T080359_20200225T083747,-1.3432111595641054,2020-02-25T08:03:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200225T080859_20200225T083840,,2020-02-25T08:08:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200226T074859_20200226T081856,-1.7240962277861003,2020-02-26T07:48:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
