system:index,NO2_Density,date,.geo
20200105T072108_20200105T075939,8.050118036284145E-5,2020-01-05T07:21:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200105T090108_20200105T094358,,2020-01-05T09:01:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200106T070608_20200106T074840,,2020-01-06T07:06:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200106T084608_20200106T092601,6.120529939037181E-5,2020-01-06T08:46:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200107T082608_20200107T090804,5.068825872927145E-5,2020-01-07T08:26:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200108T080608_20200108T085120,5.535608299493511E-5,2020-01-08T08:06:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200109T074608_20200109T082716,5.427383394948592E-5,2020-01-09T07:46:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200109T075108_20200109T083214,,2020-01-09T07:51:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200110T072608_20200110T081240,,2020-01-10T07:26:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200110T073108_20200110T081343,6.92885823485141E-5,2020-01-10T07:31:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200111T071108_20200111T075430,6.391620585998726E-5,2020-01-11T07:11:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200111T085108_20200111T093446,7.87548666541982E-5,2020-01-11T08:51:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200112T083108_20200112T091535,9.023751384743456E-5,2020-01-12T08:31:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200113T081108_20200113T085530,9.579661884109378E-5,2020-01-13T08:11:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200113T081608_20200113T085656,,2020-01-13T08:16:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200114T075108_20200114T083553,5.836331672036718E-5,2020-01-14T07:51:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200114T075608_20200114T083649,8.022213102834747E-5,2020-01-14T07:56:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200115T073608_20200115T081656,5.459034048957321E-5,2020-01-15T07:36:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200116T071608_20200116T080138,4.986544496425385E-5,2020-01-16T07:16:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200116T085608_20200116T094038,,2020-01-16T08:56:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200117T083608_20200117T091843,5.8152967165081036E-5,2020-01-17T08:36:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200117T084108_20200117T091952,,2020-01-17T08:41:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200118T081608_20200118T085803,,2020-01-18T08:16:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200118T082108_20200118T090250,5.803960320158189E-5,2020-01-18T08:21:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200119T080108_20200119T084229,7.118971506833611E-5,2020-01-19T08:01:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200120T074108_20200120T082419,6.850544917711729E-5,2020-01-20T07:41:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200121T072108_20200121T075853,6.430715156686493E-5,2020-01-21T07:21:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200121T090108_20200121T094207,,2020-01-21T09:01:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200122T070608_20200122T074100,,2020-01-22T07:06:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200122T084608_20200122T092645,6.984825870511407E-5,2020-01-22T08:46:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200123T082608_20200123T090641,7.234996749840429E-5,2020-01-23T08:26:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200124T080608_20200124T085039,7.834928915108276E-5,2020-01-24T08:06:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200125T074608_20200125T082632,9.301939428621927E-5,2020-01-25T07:46:02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200125T075108_20200125T083033,,2020-01-25T07:51:03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200126T072640_20200126T080947,8.557468709028948E-5,2020-01-26T07:26:34,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200126T073140_20200126T081412,6.753274308449177E-5,2020-01-26T07:31:34,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200127T071140_20200127T075647,6.18786703103111E-5,2020-01-27T07:11:34,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200127T085140_20200127T093200,8.230608838329013E-5,2020-01-27T08:51:34,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200128T083140_20200128T091506,7.889893548993687E-5,2020-01-28T08:31:34,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200129T081140_20200129T085847,7.904429558809385E-5,2020-01-29T08:11:35,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200130T075140_20200130T083503,8.677925666245262E-5,2020-01-30T07:51:35,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200130T075640_20200130T083621,,2020-01-30T07:56:34,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200131T073140_20200131T081534,,2020-01-31T07:31:34,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200131T073640_20200131T081755,7.18096617376491E-5,2020-01-31T07:36:35,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200202T083659_20200202T092001,5.9231764742667306E-5,2020-02-02T08:36:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200202T084159_20200202T092217,,2020-02-02T08:41:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200203T081659_20200203T085937,5.99950002635134E-5,2020-02-03T08:16:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200203T082159_20200203T090059,,2020-02-03T08:21:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200204T080159_20200204T084313,7.293263163032798E-5,2020-02-04T08:01:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200205T074159_20200205T082433,7.165439227165316E-5,2020-02-05T07:41:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200206T072159_20200206T080618,6.413322145063501E-5,2020-02-06T07:21:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200206T090159_20200206T094553,,2020-02-06T09:01:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200207T084159_20200207T092421,6.09129203654194E-5,2020-02-07T08:41:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200207T084659_20200207T092615,,2020-02-07T08:46:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200208T082659_20200208T090742,5.9044784135085814E-5,2020-02-08T08:26:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200209T080659_20200209T084500,5.195973255654283E-5,2020-02-09T08:06:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200210T074659_20200210T083135,5.7135369401152666E-5,2020-02-10T07:46:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200211T072753_20200211T081314,5.06492821841519E-5,2020-02-11T07:27:47,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200212T070753_20200212T074854,5.097906201609108E-5,2020-02-12T07:07:47,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200212T071253_20200212T075438,5.085031600813239E-5,2020-02-12T07:12:47,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200212T084753_20200212T092858,5.677078051583587E-5,2020-02-12T08:47:48,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200212T085253_20200212T093148,5.6389473627481335E-5,2020-02-12T08:52:48,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200213T065253_20200213T073413,,2020-02-13T06:52:47,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200213T083253_20200213T091331,9.18694956774146E-5,2020-02-13T08:32:47,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200214T081253_20200214T085348,1.0873516351867495E-4,2020-02-14T08:12:47,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200216T073359_20200216T081845,8.323705669459535E-5,2020-02-16T07:33:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200217T071359_20200217T075714,6.189168739283531E-5,2020-02-17T07:13:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200217T071859_20200217T080017,8.530228472467898E-5,2020-02-17T07:18:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200218T065859_20200218T074125,,2020-02-18T06:58:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200218T083859_20200218T092017,1.0437206756978726E-4,2020-02-18T08:38:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200219T081859_20200219T090227,9.263329420277047E-5,2020-02-19T08:18:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200220T075859_20200220T084348,7.76421100459817E-5,2020-02-20T07:58:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200221T073859_20200221T082147,7.268818655951208E-5,2020-02-21T07:38:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200221T074359_20200221T082402,8.250331701973561E-5,2020-02-21T07:43:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200222T071859_20200222T080157,,2020-02-22T07:18:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200222T072359_20200222T080742,6.760578288957992E-5,2020-02-22T07:23:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200223T070359_20200223T074859,,2020-02-23T07:03:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200223T084359_20200223T092819,7.07041451752684E-5,2020-02-23T08:43:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200224T082359_20200224T090651,8.560747278570815E-5,2020-02-24T08:23:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200224T082859_20200224T091127,,2020-02-24T08:28:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200225T080359_20200225T084517,9.208756103963543E-5,2020-02-25T08:03:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200225T080859_20200225T084959,,2020-02-25T08:08:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200226T074859_20200226T083123,9.5981423763143E-5,2020-02-26T07:48:54,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200227T072859_20200227T081136,8.168960272265786E-5,2020-02-27T07:28:53,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200228T070949_20200228T074757,5.363930474784002E-5,2020-02-28T07:11:08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200228T084949_20200228T093142,7.757762623482916E-5,2020-02-28T08:49:44,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200229T083105_20200229T102051,7.48841339724872E-5,2020-02-29T08:31:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200301T081105_20200301T085316,8.63807642208964E-5,2020-03-01T08:10:59,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200301T081605_20200301T085333,,2020-03-01T08:15:59,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200302T075105_20200302T083155,,2020-03-02T07:51:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200302T075605_20200302T083741,9.533487671768253E-5,2020-03-02T07:55:59,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200303T073605_20200303T081804,8.556182550731403E-5,2020-03-03T07:36:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200304T071605_20200304T075810,7.916387944297484E-5,2020-03-04T07:15:59,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200304T085605_20200304T093908,,2020-03-04T08:56:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200305T083605_20200305T091628,9.991780177845389E-5,2020-03-05T08:36:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200305T084105_20200305T092050,,2020-03-05T08:41:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200306T081605_20200306T085805,,2020-03-06T08:15:59,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200306T082105_20200306T085948,7.023225035743037E-5,2020-03-06T08:21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200307T080105_20200307T084212,9.021159737727015E-5,2020-03-07T08:00:59,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200308T074105_20200308T082233,7.390835381316861E-5,2020-03-08T07:40:59,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200309T072105_20200309T080328,7.087162689503501E-5,2020-03-09T07:20:59,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200309T090105_20200309T094130,,2020-03-09T09:00:59,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200310T070605_20200310T074858,,2020-03-10T07:05:59,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200310T084605_20200310T092712,6.996493956602428E-5,2020-03-10T08:46:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200312T080455_20200312T084724,8.570198877122883E-5,2020-03-12T08:04:49,"{""type"":""MultiPoint"",""coordinates"":[]}"
